Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-August-2024,4162.60,4256.00,4160.15,4170.70,4201.277610260701455715,69313,8045,291203155.00,30372,43.82,95.85,8.10
5-August-2024,4200.05,4233.45,4110.80,4155.30,4166.980414531033708705,53458,6696,222758439.00,23657,44.25,122.65,-44.75
2-August-2024,4363.00,4397.40,4268.30,4283.00,4293.437263969171483622,311400,20260,1336976364.00,56643,18.19,129.10,-80.00
1-August-2024,4399.75,4419.00,4365.65,4395.75,4397.297286554666384016,75476,5654,331890410.00,50551,66.98,53.35,-4.00
31-July-2024,4363.95,4414.40,4348.30,4384.65,4389.022920186455513261,49127,5334,215619529.00,30477,62.04,66.10,20.70
30-July-2024,4381.25,4397.95,4327.50,4364.25,4356.830476190476190476,32025,4929,139527496.00,13311,41.56,70.45,-17.00
29-July-2024,4421.85,4431.25,4370.80,4380.20,4391.223405708043151713,65907,9441,289412361.00,42046,63.80,60.45,-41.65
26-July-2024,4331.05,4421.50,4331.05,4387.95,4390.363472184632039957,406430,24635,1784375426.00,128313,31.57,90.45,56.90
25-July-2024,4296.95,4343.95,4276.50,4322.90,4321.500578987999157835,56996,5753,246308247.00,27022,47.41,67.45,25.95
24-July-2024,4281.05,4339.00,4277.25,4306.20,4306.948001311487031342,112849,11734,486034775.00,77218,68.43,61.75,25.15
23-July-2024,4298.95,4360.00,4265.55,4302.50,4302.111690438229844443,69621,8422,299517318.00,33805,48.56,94.45,3.55
22-July-2024,4295.05,4318.00,4265.00,4286.20,4289.611109261047653934,90087,8841,386438196.00,62874,69.79,53.00,-8.85
19-July-2024,4314.30,4360.25,4286.15,4302.75,4312.066310915141569899,239493,18804,1032709697.00,37163,15.52,74.10,-11.55
18-July-2024,4159.95,4324.30,4159.95,4314.30,4275.688959634666657468,289927,16239,1239637673.00,182980,63.11,164.35,154.35
16-July-2024,4180.00,4193.35,4144.65,4175.35,4170.449532358118634249,177807,8054,741535120.00,152015,85.49,48.70,-4.65
15-July-2024,4225.60,4237.05,4158.00,4168.00,4203.746511804256609878,158248,15998,665234478.00,77975,49.27,79.05,-57.60
12-July-2024,4001.15,4199.00,3974.10,4184.90,4133.847330964477341451,589314,42600,2436134106.00,130227,22.10,224.90,183.75
11-July-2024,3944.65,3979.90,3895.70,3922.70,3909.230434435538590488,551198,13798,2154759997.00,432532,78.47,84.20,-21.95
10-July-2024,3978.05,4003.00,3902.20,3909.90,3920.773255813953488372,214484,10799,840943131.00,171344,79.89,100.80,-68.15
9-July-2024,3976.10,4011.00,3976.00,3991.70,3992.215432552906045786,46214,3741,184496244.00,27017,58.46,35.00,15.60
8-July-2024,4015.05,4026.30,3910.00,3975.95,3988.056010869565217391,92000,9007,366901153.00,52713,57.30,116.30,-39.10
5-July-2024,4014.95,4026.80,3988.00,4012.45,4008.664962919734831843,305014,31429,1222698935.00,46507,15.25,38.80,-2.50
4-July-2024,4004.95,4047.75,3979.35,4021.25,4025.592937162554299080,56861,8076,228899240.00,21322,37.50,68.40,16.30
3-July-2024,4020.00,4020.85,3954.45,3964.85,3971.982341869334786269,40378,4893,160380703.00,18527,45.88,66.40,-55.15
2-July-2024,3990.00,4022.00,3984.00,4016.00,4004.966071252343827099,50665,6577,202911606.00,19478,38.44,38.00,26.00
1-July-2024,3904.00,4000.95,3886.05,3973.40,3969.453894503882601954,155437,17792,617000005.00,94108,60.54,114.90,69.40
28-June-2024,3927.50,3959.95,3896.40,3904.95,3918.527237302070034957,299222,32611,1172509557.00,31173,10.42,63.55,-22.55
27-June-2024,3825.00,3940.00,3819.10,3933.50,3901.774924945109109647,200853,27963,783683199.00,138245,68.83,120.90,108.50
26-June-2024,3840.35,3865.00,3840.35,3856.05,3856.696846863445971674,81411,8679,313977547.00,46618,57.26,24.65,15.70
25-June-2024,3820.00,3846.90,3793.70,3839.10,3821.196429936549193486,52324,7544,199940282.00,28273,54.03,53.20,19.10
24-June-2024,3810.75,3856.00,3798.00,3817.30,3834.289115861371110548,31624,3879,121255559.00,11437,36.17,58.00,6.55
21-June-2024,3848.95,3877.10,3797.30,3808.95,3820.290691008893829905,345408,29667,1319558967.00,49674,14.38,79.80,-40.00
20-June-2024,3801.00,3809.35,3780.10,3786.60,3792.929049486208761492,29584,4043,112210013.00,12839,43.40,29.25,-14.40
19-June-2024,3821.50,3832.55,3794.00,3801.10,3810.263572414257345764,29711,3414,113206741.00,15814,53.23,38.55,-20.40
18-June-2024,3822.15,3842.00,3797.35,3814.75,3818.895111241935879510,40767,4541,155684897.00,16572,40.65,44.65,-7.40
14-June-2024,3885.30,3887.00,3826.45,3831.95,3837.780763769523951872,66905,6174,256766722.00,20071,30.00,60.55,-53.35
13-June-2024,3859.25,3889.95,3853.75,3877.50,3871.910082291601231233,79595,9660,308184683.00,43999,55.28,36.20,18.25
12-June-2024,3879.65,3893.30,3827.20,3832.40,3861.525126786537574919,23859,3191,92132128.00,9384,39.33,66.10,-47.25
11-June-2024,3861.95,3878.00,3842.00,3852.05,3864.457488832281168088,27087,2851,104676560.00,13789,50.91,36.00,-9.90
10-June-2024,3904.95,3904.95,3842.00,3856.30,3865.187214735926972397,36808,4347,142269811.00,15246,41.42,62.95,-48.65
7-June-2024,3835.00,3915.00,3835.00,3892.90,3892.906673680241502829,429643,34300,1672560102.00,99487,23.16,80.00,57.90
6-June-2024,3776.00,3839.00,3742.00,3830.70,3791.429905258821914046,101962,11784,386581776.00,47102,46.20,97.00,54.70
5-June-2024,3715.00,3783.60,3700.00,3746.60,3749.453075205617998969,104806,13660,392965179.00,49278,47.02,83.60,31.60
4-June-2024,3719.95,3743.85,3593.30,3715.80,3688.636885380775962224,200551,25717,739759816.00,93232,46.49,150.55,-4.15
3-June-2024,3774.90,3774.90,3696.10,3707.35,3713.729343456900401965,51497,5263,191245920.00,24488,47.55,78.80,-67.55
31-May-2024,3749.50,3749.50,3655.00,3669.50,3692.218462818963354844,350824,29499,1295318850.00,84222,24.01,94.50,-80.00
30-May-2024,3781.00,3794.70,3717.00,3735.80,3751.011929729474974078,169744,20063,636711769.00,110335,65.00,77.70,-45.20
29-May-2024,3842.00,3844.25,3800.55,3805.45,3815.461261531538288457,93331,11021,356100815.00,55936,59.93,43.70,-36.55
28-May-2024,3883.95,3883.95,3831.55,3840.00,3853.900719689979701051,27095,3135,104421440.00,9288,34.28,52.40,-43.95
27-May-2024,3852.65,3907.00,3840.00,3846.55,3879.844803137728164127,99435,11304,385792368.00,44445,44.70,67.00,-6.10
24-May-2024,3870.15,3885.00,3842.45,3850.75,3855.532867474291294132,163855,14019,631748338.00,44711,27.29,42.55,-19.40
23-May-2024,3835.80,3904.75,3827.70,3895.10,3867.682292592498539830,39379,4756,152305461.00,11243,28.55,77.05,59.30
22-May-2024,3840.00,3841.45,3816.00,3831.35,3828.675424898725869599,88374,11817,338355362.00,51259,58.00,25.45,-8.65
21-May-2024,3844.95,3844.95,3810.10,3821.65,3819.540717694343257636,90317,8865,344969459.00,74193,82.15,34.85,-23.30
18-May-2024,3843.15,3860.00,3840.00,3850.00,3848.714251724958363073,4203,711,16176146.00,2310,54.96,20.00,6.85
17-May-2024,3915.05,3920.00,3829.70,3833.95,3862.839694656488549618,223617,19632,863796624.00,80177,35.85,90.30,-81.10
16-May-2024,3888.75,3910.00,3844.50,3900.30,3881.540830667105223813,33443,4023,129810370.00,7590,22.70,65.50,11.55
15-May-2024,3901.95,3930.20,3875.05,3880.35,3894.728907778262521637,71057,7667,276747752.00,35104,49.40,55.15,-21.60
14-May-2024,3926.15,3945.20,3893.80,3901.95,3916.731367264434539234,19294,2724,75569415.00,6290,32.60,51.40,-24.20
13-May-2024,3888.00,3955.00,3869.65,3946.80,3916.359070935342121782,68499,9512,268266680.00,35805,52.27,85.35,58.80
10-May-2024,3965.00,3973.80,3884.65,3895.85,3903.323804278895898000,119844,11071,467789938.00,17219,14.37,89.15,-69.15
9-May-2024,3959.35,3970.00,3911.05,3960.05,3943.748673420164013506,24876,3876,98104692.00,5757,23.14,58.95,0.70
8-May-2024,3951.55,3984.00,3940.05,3972.70,3967.177417426989123072,25099,2921,99572186.00,9473,37.74,43.95,21.15
7-May-2024,3925.85,3988.30,3912.70,3978.25,3946.016622871328813460,68881,4882,271805571.00,35602,51.69,75.60,52.40
6-May-2024,3859.95,3939.10,3855.00,3920.70,3915.165485431432107098,53334,5434,208811436.00,20625,38.67,84.10,60.75
3-May-2024,3881.65,3893.30,3798.05,3839.35,3833.025423956209080176,149072,19106,571396766.00,42097,28.24,95.25,-42.30
2-May-2024,3800.00,3870.20,3782.50,3863.75,3847.820372926378291101,76798,9478,295504909.00,37076,48.28,87.70,63.75
30-April-2024,3870.60,3880.00,3810.00,3822.60,3852.793143621278276990,98711,9592,380313064.00,58655,59.42,70.00,-48.00
29-April-2024,3825.60,3877.70,3820.00,3870.60,3857.027978298883558265,22303,2585,86023295.00,7904,35.44,57.70,45.00
26-April-2024,3859.65,3875.85,3801.25,3812.85,3833.223590300461507474,114191,9938,437719635.00,14962,13.10,74.60,-46.80
25-April-2024,3814.20,3872.00,3807.80,3851.85,3849.588312890534598472,86420,8502,332681422.00,38677,44.75,64.20,37.65
24-April-2024,3890.00,3896.00,3824.15,3831.25,3856.428315598235141448,38530,3175,148588183.00,21765,56.49,71.85,-58.75
23-April-2024,3880.00,3894.90,3861.40,3874.20,3876.935457728215767634,61696,5291,239191410.00,31278,50.70,33.50,-5.80
22-April-2024,3828.60,3879.35,3815.50,3865.45,3838.495210433176886973,51988,6539,199555689.00,22950,44.14,63.85,36.85
19-April-2024,3840.60,3851.80,3801.00,3827.45,3830.181015432748983625,223097,20611,854501894.00,61926,27.76,50.80,-13.15
18-April-2024,3889.75,3936.00,3851.00,3863.50,3895.470341430786537350,65782,5762,256251830.00,20615,31.34,85.00,-26.25
16-April-2024,3909.00,3928.10,3863.65,3872.30,3898.832044712983538716,163353,14039,636885911.00,87804,53.75,64.45,-36.70
15-April-2024,3995.00,4063.00,3920.00,3941.65,3993.727355254230809658,104649,8182,417939574.00,22884,21.87,143.00,-53.35
12-April-2024,3982.50,4013.25,3948.00,4000.30,3989.614700559623576579,179585,13418,716474956.00,33638,18.73,65.25,17.80
10-April-2024,3950.05,3989.30,3916.60,3982.55,3948.908349301943607993,109590,7989,432760866.00,58246,53.15,72.70,32.50
9-April-2024,3980.00,4015.05,3925.10,3947.15,3961.617381976894719321,81107,9845,321314901.00,36478,44.98,89.95,-32.85
8-April-2024,3980.00,4030.00,3960.10,3972.70,3999.473505427265786649,90377,8542,361460417.00,53472,59.17,69.90,-7.30
5-April-2024,3980.00,4001.90,3959.50,3979.55,3981.048460232523155609,93066,6207,370500256.00,23823,25.60,42.40,-0.45
4-April-2024,3970.05,4027.30,3936.00,4003.05,3986.892603634298693923,42264,4289,168502029.00,14217,33.64,91.30,33.00
3-April-2024,3859.55,3981.20,3855.70,3947.25,3934.958210201721701143,62264,5416,245006238.00,15746,25.29,125.50,87.70
2-April-2024,3889.95,3905.50,3875.00,3882.60,3885.614289606320664759,44046,5109,171145767.00,29108,66.09,30.50,-7.35
1-April-2024,3900.00,3932.00,3886.60,3915.25,3905.342359636456298309,58865,6999,229887978.00,31145,52.91,45.40,15.25
28-March-2024,3856.45,3914.65,3840.50,3883.55,3888.294578747298069517,80498,5802,312999937.00,13961,17.34,74.15,27.10
27-March-2024,3896.95,3896.95,3828.55,3837.50,3866.554205568231127783,71441,6226,276230499.00,49164,68.82,68.40,-59.45
26-March-2024,3897.55,3946.00,3872.00,3877.10,3894.579845288257310056,203863,13166,793960731.00,154398,75.74,74.00,-20.45
22-March-2024,3899.00,3938.40,3856.00,3913.10,3905.817574277161267876,275926,24449,1077716620.00,105781,38.34,82.40,14.10
21-March-2024,3985.40,4008.45,3948.85,3974.05,3977.999584148351225222,64927,5295,258279579.00,38457,59.23,59.60,-11.35
20-March-2024,3986.00,4018.00,3960.50,3970.45,3995.657416603376759946,136936,10788,547149344.00,68338,49.90,57.50,-15.55
19-March-2024,4055.65,4055.70,3965.90,3977.55,4030.540340982428484057,25582198,41364,103110081050.00,23490405,91.82,89.80,-78.10
18-March-2024,4217.50,4254.45,4116.70,4144.75,4194.654975943276778931,39490,9176,165646925.00,19791,50.12,137.75,-72.75
15-March-2024,4202.85,4238.80,4177.00,4217.50,4210.634805326617109455,106409,7584,448049439.00,30835,28.98,61.80,14.65
14-March-2024,4143.05,4213.70,4086.80,4207.15,4148.459858958524243993,50198,5222,208244388.00,10641,21.20,126.90,64.10
13-March-2024,4200.05,4241.05,4132.80,4148.40,4186.468454054054054054,46250,5633,193624166.00,17106,36.99,108.25,-51.65
12-March-2024,4117.30,4229.30,4117.30,4191.35,4200.229645198418655857,99915,7805,419665945.00,33533,33.56,112.00,74.05
11-March-2024,4080.35,4153.05,4080.35,4121.50,4126.539394283336170856,105726,8750,436282504.00,60960,57.66,72.70,41.15
7-March-2024,4060.10,4124.00,4039.00,4110.10,4099.213133903634351560,227716,15751,933456418.00,104730,45.99,85.00,50.00
6-March-2024,4016.15,4071.95,3959.35,4065.30,4006.269712486347711379,70501,5841,282446021.00,45041,63.89,112.60,49.15
5-March-2024,4060.00,4062.00,3980.50,4011.35,4016.297853443123713393,120472,10784,483851435.00,79444,65.94,81.50,-48.65
4-March-2024,4095.45,4114.10,4075.45,4081.60,4088.596158470046423881,108134,5352,442116257.00,86433,79.93,38.65,-13.85
2-March-2024,4110.05,4127.80,4094.05,4106.90,4108.953485064011379800,7030,1576,28885943.00,5042,71.72,33.75,-3.15
1-March-2024,4095.40,4139.90,4087.85,4096.30,4105.805760867767911768,120954,9329,496613630.00,11641,9.62,52.05,0.90
29-February-2024,4100.00,4138.00,4068.80,4092.15,4104.277801434701431425,30529,3727,125299497.00,13197,43.23,69.20,-7.85
28-February-2024,4103.00,4154.25,4091.30,4116.40,4129.191863249910190396,33404,4110,137931525.00,12029,36.01,62.95,13.40
27-February-2024,3999.80,4124.65,3997.05,4102.80,4069.288337365230116775,334830,5170,1362519814.00,300046,89.61,127.60,103.00
26-February-2024,4039.00,4050.85,3983.30,4000.40,4002.927792573237525752,19901,2847,79662266.00,8525,42.84,67.55,-38.60
23-February-2024,4121.05,4128.95,4045.50,4051.95,4066.190299138076728071,171593,11165,697729792.00,19409,11.31,83.45,-69.10
22-February-2024,3968.35,4093.80,3968.35,4086.45,4030.308450349474214470,31762,3746,128010657.00,15700,49.43,125.45,118.10
21-February-2024,4018.85,4063.00,3980.00,3989.30,4021.810418375717801476,24380,3703,98051738.00,10230,41.96,83.00,-29.55
20-February-2024,4089.90,4098.85,4011.10,4029.95,4048.018029322414476291,30284,10021,122590178.00,15464,51.06,87.75,-59.95
19-February-2024,4119.15,4121.65,4055.10,4101.60,4089.562543983110485573,56840,7146,232450735.00,31404,55.25,66.55,-17.55
16-February-2024,4112.05,4147.00,4100.90,4129.20,4123.419008252017829177,132816,10303,547656019.00,23751,17.88,46.10,17.15
15-February-2024,4122.30,4145.00,4081.70,4102.00,4105.809709182505152278,39303,5405,161370639.00,20217,51.44,63.30,-20.30
14-February-2024,4102.05,4114.50,4049.55,4101.00,4087.580763920846755637,15211,2343,62176191.00,5808,38.18,64.95,-1.05
13-February-2024,4120.05,4169.35,4082.40,4149.15,4127.852399197226783433,21924,2625,90499036.00,11166,50.93,86.95,29.10
12-February-2024,4130.90,4159.35,4106.10,4119.05,4129.262791792332769651,57361,7806,236858643.00,37640,65.62,53.25,-11.85
9-February-2024,4130.00,4184.55,4098.40,4134.25,4133.264476578914843653,202275,20214,836056072.00,41307,20.42,86.15,4.25
8-February-2024,4090.00,4157.60,4085.75,4135.55,4127.763851874413056168,39399,4281,162629768.00,17876,45.37,71.85,45.55
7-February-2024,4140.15,4156.05,4072.85,4083.20,4085.312845410877537317,271054,4875,1107340388.00,245415,90.54,83.20,-56.95
6-February-2024,4000.00,4149.75,3987.10,4133.45,4109.491894007155635062,107328,13756,441063546.00,42301,39.41,162.65,133.45
5-February-2024,3973.60,4020.00,3960.45,3972.75,3999.497273701462430660,126912,16261,507584198.00,85716,67.54,59.55,-0.85
2-February-2024,3860.00,3982.05,3860.00,3966.35,3948.866383827741006226,178429,16918,704592280.00,38439,21.54,122.05,106.35
1-February-2024,3816.20,3904.70,3805.00,3851.45,3833.333643843128913672,780437,5552,2991675409.00,739259,94.72,99.70,35.25
31-January-2024,3804.15,3834.90,3797.00,3814.75,3813.248610424901185770,32384,3492,123488243.00,14752,45.55,37.90,10.60
30-January-2024,3801.50,3845.75,3786.00,3799.10,3822.736271129116455528,272018,6833,1039853075.00,248652,91.41,59.75,-2.40
29-January-2024,3807.85,3820.50,3782.00,3801.35,3807.918446787424327454,251247,3288,956728086.00,234767,93.44,38.50,-6.50
25-January-2024,3836.80,3855.00,3780.00,3808.20,3818.021819854662854183,1089054,25350,4158031935.00,692438,63.58,75.00,-28.60
24-January-2024,3862.20,3881.40,3805.00,3848.00,3844.650471957982884636,408405,11654,1570174476.00,285785,69.98,76.40,-14.20
23-January-2024,3900.00,3933.00,3844.25,3861.90,3885.269758227385509030,51991,4344,201999060.00,30712,59.07,88.75,-38.10
20-January-2024,3945.45,3953.95,3857.00,3860.60,3898.915404871626069782,21266,2331,82914335.00,9592,45.10,96.95,-84.85
19-January-2024,3930.00,3963.00,3917.40,3942.25,3939.859621496008911000,562002,25902,2214208987.00,163439,29.08,45.60,12.25
18-January-2024,3890.20,3908.00,3862.00,3903.50,3889.478742343320961950,99423,6246,386703645.00,14091,14.17,46.00,13.30
17-January-2024,3835.85,3910.00,3818.10,3884.15,3880.964648664343786295,41328,3964,160392507.00,16012,38.74,91.90,48.30
16-January-2024,3902.25,3902.25,3855.25,3861.00,3874.263056548905568436,25447,2776,98588372.00,13933,54.75,47.00,-41.25
15-January-2024,3952.45,3965.00,3885.00,3902.40,3915.528199201041339377,89116,9790,348936211.00,49790,55.87,80.00,-50.05
12-January-2024,3843.95,3905.75,3820.60,3881.70,3883.534830452765071626,1168288,49772,4537087140.00,352345,30.16,85.15,37.75
11-January-2024,3723.00,3772.00,3708.00,3736.20,3739.515234957550710087,205186,10641,767296173.00,150130,73.17,64.00,13.20
10-January-2024,3690.15,3730.00,3688.00,3713.70,3711.268837893379538219,99268,8875,368410235.00,73392,73.93,42.00,23.55
9-January-2024,3718.85,3752.10,3683.15,3690.15,3717.684808036328608779,87204,5066,324196986.00,61580,70.62,68.95,-28.70
8-January-2024,3737.75,3738.15,3671.05,3677.70,3697.009691027248888382,26313,3868,97279416.00,12045,45.78,67.10,-60.05
5-January-2024,3671.20,3746.90,3671.20,3737.75,3726.553537922235025584,226503,17793,844075556.00,67741,29.91,75.70,66.55
4-January-2024,3700.00,3719.15,3651.55,3667.00,3666.270452502247527719,113458,10057,415967713.00,80063,70.57,67.60,-33.00
3-January-2024,3770.00,3770.00,3688.20,3691.55,3710.651255226019196419,101894,15635,378093099.00,57107,56.05,81.80,-78.45
2-January-2024,3814.40,3814.40,3766.45,3783.25,3786.621209979503851862,28298,3037,107153807.00,15955,56.38,47.95,-31.15
1-January-2024,3792.00,3831.90,3772.80,3810.60,3803.632274555938012867,68853,8634,261891493.00,40802,59.26,59.10,18.60
29-December-2023,3797.85,3822.95,3766.05,3794.95,3797.496589758870883824,105711,13393,401437162.00,37012,35.01,56.90,-2.90
28-December-2023,3822.10,3838.25,3793.75,3801.05,3816.453069455838118676,29256,3578,111654151.00,15829,54.11,44.50,-21.05
27-December-2023,3795.55,3818.00,3768.10,3810.80,3793.607635206786850477,28290,3086,107321160.00,11058,39.09,49.90,15.25
26-December-2023,3780.10,3833.85,3780.10,3794.60,3805.421841175800387376,70216,9316,267201500.00,37554,53.48,53.75,14.50
22-December-2023,3796.30,3845.95,3762.70,3825.30,3806.971265226520292852,127163,12697,484105887.00,38559,30.32,83.25,29.00
21-December-2023,3734.40,3805.00,3734.40,3789.45,3780.868269358187199081,90556,10282,342380307.00,48993,54.10,70.60,55.05
20-December-2023,3821.60,3898.85,3768.00,3780.35,3842.787845849802371541,60720,6313,233334078.00,31838,52.43,130.85,-41.25
19-December-2023,3841.40,3852.00,3791.00,3812.10,3814.309722581360127073,54142,4932,206514357.00,25899,47.84,61.00,-29.30
18-December-2023,3860.00,3928.95,3831.20,3858.00,3871.535904219052554067,73334,7352,283915214.00,33855,46.17,97.75,-2.00
15-December-2023,3660.20,3894.05,3660.20,3860.05,3806.093426520034651357,272428,22523,1036886420.00,112510,41.30,233.85,199.85
14-December-2023,3620.25,3676.35,3620.25,3666.60,3663.531251395242173452,246373,24524,902595185.00,180323,73.19,56.10,46.35
13-December-2023,3641.00,3650.00,3563.05,3593.75,3601.428949027805371040,115769,12438,416933828.00,61727,53.32,86.95,-47.25
12-December-2023,3640.00,3699.00,3632.20,3672.05,3670.187487078767831300,77392,10223,284043150.00,44811,57.90,66.80,32.05
11-December-2023,3626.40,3652.70,3623.00,3642.20,3636.902291591483219054,22168,2581,80622850.00,10697,48.25,29.70,15.80
8-December-2023,3620.15,3644.00,3601.15,3626.40,3624.948673927623713294,274344,20588,994482919.00,47785,17.42,42.85,6.25
7-December-2023,3616.95,3631.00,3592.35,3616.70,3615.689037065032529762,37043,3410,133935969.00,18031,48.68,38.65,-0.25
6-December-2023,3530.45,3612.40,3526.90,3603.35,3575.521519350019442113,48863,4533,174710708.00,23913,48.94,85.50,72.90
